"id","nama_desa","kecamatan_id"
"50001","SOGONG","3982"
"50002","SOLEAR","4002"
"50003","SONGGOM JAYA","3907"
"50004","SORONGAN","3980"
"50005","SUDAMANIK","4008"
"50006","SUDIMANIK","3980"
"50007","SUDIMARA BARAT","4036"
"50008","SUDIMARA JAYA","4036"
"50009","SUDIMARA PINANG","4012"
"50010","SUDIMARA SELATAN","4036"
"50011","SUDIMARA TIMUR","4036"
"50012","SUJUNG","3883"
"50013","SUKA ASIH","3901"
"50014","SUKA BAKTI","3948"
"50015","SUKA DAMAI","3953"
"50016","SUKA HARJA","3904"
"50017","SUKA INDAH","3931"
"50018","SUKA JADI","3957"
"50019","SUKA MANAH","3885"
"50020","SUKA MANAH","4018"
"50021","SUKA MULYA","3953"
"50022","SUKA MULYA","3944"
"50023","SUKA MURNI","3909"
"50024","SUKA NAGARA","3953"
"50025","SUKA SARI","4018"
"50026","SUKA TANI","4018"
"50027","SUKAASIH","4022"
"50028","SUKABARES","3976"
"50029","SUKABARES","3947"
"50030","SUKACAI","3931"
"50031","SUKACAI","3894"
"50032","SUKADALEM","3947"
"50033","SUKADAME","3910"
"50034","SUKADANA","3976"
"50035","SUKADAYA","3886"
"50036","SUKADIRI","3968"
"50037","SUKAHARJA","3886"
"50038","SUKAJADI","3917"
"50039","SUKAJADI","3980"
"50040","SUKAJADI","4014"
"50041","SUKAJADI","3982"
"50042","SUKAJAYA","4005"
"50043","SUKAJAYA","3893"
"50044","SUKAJAYA","4019"
"50045","SUKAJAYA","3913"
"50046","SUKAJAYA","4006"
"50047","SUKALABA","3995"
"50048","SUKALAKSANA","4005"
"50049","SUKALANGU","3978"
"50050","SUKAMAJU","3922"
"50051","SUKAMAJU","3930"
"50052","SUKAMAJU","3928"
"50053","SUKAMAJU","4006"
"50054","SUKAMAMPIR","3952"
"50055","SUKAMANAH","3931"
"50056","SUKAMANAH","3894"
"50057","SUKAMANAH","3920"
"50058","SUKAMANAH","3966"
"50059","SUKAMANAH","3884"
"50060","SUKAMANAH","3997"
"50061","SUKAMANAH","3945"
"50062","SUKAMANTRI","4022"
"50063","SUKAMARGA","3913"
"50064","SUKAMEKARSARI","3892"
"50065","SUKAMENAK","3931"
"50066","SUKAMENAK","3922"
"50067","SUKAMULYA","3984"
"50068","SUKAMULYA","3998"
"50069","SUKAMULYA","4029"
"50070","SUKANAGARA","3917"
"50071","SUKANAGARA","4001"
"50072","SUKANEGARA","3960"
"50073","SUKANEGARA","4019"
"50074","SUKARAJA","3922"
"50075","SUKARAJA","3966"
"50076","SUKARAJA","3918"
"50077","SUKARAJA","3921"
"50078","SUKARAME","3917"
"50079","SUKARAME","3922"
"50080","SUKARAME","3913"
"50081","SUKARASA","3901"
"50082","SUKARATU","3922"
"50083","SUKARATU","4004"
"50084","SUKARENA","3976"
"50085","SUKARENDAH","3921"
"50086","SUKARESMI","4006"
"50087","SUKARESMI","3990"
"50088","SUKASABA","3986"
"50089","SUKASARI","3951"
"50090","SUKASARI","3920"
"50091","SUKASARI","3918"
"50092","SUKASARI","3901"
"50093","SUKASARI","3956"
"50094","SUKASENANG","3979"
"50095","SUKASENENG","3998"
"50096","SUKATANI","3907"
"50097","SUKATANI","3961"
"50098","SUKATANI","3940"
"50099","SUKAWALI","3967"
"50100","SUKAWANA","4005"
"50101","SUKAWANA","4009"
"50102","SUKAWARIS","3998"
"50103","SUKMAJAYA","4021"
"50104","SUMBER WARAS","3966"
"50105","SUMBERJAYA","3994"
"50106","SUMUR BANDUNG","4000"
"50107","SUMUR PANCING (PACING)","3957"
"50108","SUMURANJA","3890"
"50109","SUMURBANDUNG","3886"
"50110","SUMURBATU","3998"
"50111","SUMURLABAN","3887"
"50112","SUMURPECUNG","4009"
"50113","SURADITA","3988"
"50114","SURAKARTA","3910"
"50115","SURALAYA","4035"
"50116","SURIANEUN","3902"
"50117","SURYA BAHARI","3967"
"50118","SUSUKAN","3883"
"50119","SUWAKAN","3938"
"50120","TABAN","3885"
"50121","TAJUR","4036"
"50122","TAKTAKAN","4007"
"50123","TALAGA SARI","3953"
"50124","TALAGA WARNA","4017"
"50125","TALAGA","3953"
"50126","TALAGA","3888"
"50127","TALAGAHIANG / TALAGAHIYANG","3951"
"50128","TALAGASARI","3909"
"50129","TALAGASARI","3978"
"50130","TALOK","4027"
"50131","TAMAN JAYA","3886"
"50132","TAMANBARU","4015"
"50133","TAMANBARU","4007"
"50134","TAMANJAYA","3994"
"50135","TAMANSARI","3946"
"50136","TAMANSARI","3931"
"50137","TAMANSARI","4035"
"50138","TAMBAK","4008"
"50139","TAMBAK","3930"
"50140","TAMBAKBAYA","3891"
"50141","TAMBANG AYAM","3889"
"50142","TAMBILUK","3959"
"50143","TAMIANG","3985"
"50144","TAMIANG","3995"
"50145","TANAGARA","3972"
"50146","TANAH MERAH","4023"
"50147","TANAH TINGGI","3901"
"50148","TANARA","3945"
"50149","TANGKILSARI","3936"
"50150","TANJAKAN MEKAR","4018"
"50151","TANJAKAN","4018"
"50152","TANJUNG ANOM","3926"
"50153","TANJUNG BURUNG","3895"
"50154","TANJUNG PASIR","3895"
"50155","TANJUNG SARI","3949"
"50156","TANJUNGAN","3998"
"50157","TANJUNGJAYA","4016"
"50158","TANJUNGMANIS","3889"
"50159","TANJUNGSARI INDAH","3960"
"50160","TANJUNGSARI","4017"
"50161","TANJUNGWANGI","4001"
"50162","TAPOS","3972"
"50163","TAPOS","3923"
"50164","TARUMANAGARA","3927"
"50165","TEGAL ANGUS","3895"
"50166","TEGAL BUNDER","4034"
"50167","TEGAL KUNIR KIDUL","3926"
"50168","TEGAL KUNIR LOR","3926"
"50169","TEGAL","3903"
"50170","TEGALMAJA","4014"
"50171","TEGALONGOK","3893"
"50172","TEGALPAPAK","3910"
"50173","TEGALRATU","3915"
"50174","TEGALSARI","3923"
"50175","TEGALSARI","3993"
"50176","TEGALWANGI","3884"
"50177","TEJAMARI","3931"
"50178","TELAGA LUHUR","3947"
"50179","TELUK NAGA","3895"
"50180","TELUK TERATE","4025"
"50181","TELUK","3928"
"50182","TELUKLADA","3954"
"50183","TEMBONG","3917"
"50184","TEMBONG","3916"
"50185","TENGKURAK","3883"
"50186","TENJO AYU","3945"
"50187","TENJOLAHANG","3894"
"50188","TERAS","3974"
"50189","TERASBENDUNG","3965"
"50190","TERATE","4025"
"50191","TERITIH","3993"
"50192","TERONDOL","4009"
"50193","TERUMBU","3925"
"50194","TIGARAKSA","3923"
"50195","TINGGAR","4005"
"50196","TIPAR JAYA (TIPARRAYA)","3885"
"50197","TIREM","3965"
"50198","TIRTAYASA","3883"
"50199","TOBAT","3909"
"50200","TONJONG","4025"
"50201","TOYOMERTO","4025"
"50202","TUGU","3936"
"50203","TUNGGALJAYA","3994"
"50204","TUNJUNG TEJA","3956"
"50205","TURUS","3902"
"50206","UJUNGJAYA","3994"
"50207","UJUNGTEBU","3976"
"50208","UKIRSARI","3955"
"50209","UMBUL TANJUNG","3924"
"50210","UMBUL TENGAH","4007"
"50211","UMBULAN","3998"
"50212","UMBULJAYA","3946"
"50213","UNDAR ANDIR","4014"
"50214","UNYUR","4009"
"50215","UWUNG JAYA","3987"
"50216","WALANTAKA","3993"
"50217","WALIKUKUN","3974"
"50218","WALIWIS","3996"
"50219","WANA KERTA","3904"
"50220","WANAGIRI","3978"
"50221","WANAKARTA","3955"
"50222","WANASALAM","3940"
"50223","WANAYASA","4025"
"50224","WANAYASA","4019"
"50225","WANGUNJAYA","3989"
"50226","WANTISARI","3958"
"50227","WARAKAS","3952"
"50228","WARGASARA","3883"
"50229","WARINGIN","3888"
"50230","WARINGINJAYA","3927"
"50231","WARINGINKURUNG","3936"
"50232","WARINGINKURUNG","3947"
"50233","WARNASARI","3984"
"50234","WARNASARI","4015"
"50235","WARUNG JAUD","3925"
"50236","WARUNGBANTEN","3984"
"50237","WARUNGGUNUNG","3921"
"50238","WERU","3990"
"50239","WINONG","3888"
"50240","WIRANA","3950"
"50241","WIRASINGA","4029"
"50242","AAN","4037"
"50243","ABABI","4038"
"50244","ABANG SONGAN","4039"
"50245","ABANG","4038"
"50246","ABIAN TUWUNG","4040"
"50247","ABIANBASE","4041"
"50248","ABIANBASE","4042"
"50249","ABIANSEMAL","4043"
"50250","ABUAN","4039"
"50251","ABUAN","4044"
"50252","AIR KUNING","4045"
"50253","AKAH","4046"
"50254","ALASANGKER","4047"
"50255","AMBENGAN","4048"
"50256","AMERTA BHUANA","4049"
"50257","ANGANTAKA","4043"
"50258","ANGKAH","4050"
"50259","ANGSERI","4051"
"50260","ANTAP","4052"
"50261","ANTAPAN","4051"
"50262","ANTIGA KELOD","4053"
"50263","ANTIGA","4053"
"50264","ANTOSARI","4050"
"50265","ANTURAN","4047"
"50266","APUAN","4051"
"50267","APUAN","4044"
"50268","ASAHDUREN","4054"
"50269","ASTINA","4047"
"50270","AWAN","4039"
"50271","AYUNAN","4043"
"50272","BABAHAN","4055"
"50273","BAHA","4042"
"50274","BAJERA UTARA","4052"
"50275","BAJERA","4052"
"50276","BAKAS","4037"
"50277","BAKBAKAN","4041"
"50278","BALER BALE AGUNG","4056"
"50279","BALUK","4056"
"50280","BAN","4057"
"50281","BANGBANG","4058"
"50282","BANGLI","4051"
"50283","BANJAR ANYAR","4040"
"50284","BANJAR ASEM","4059"
"50285","BANJAR BALI","4047"
"50286","BANJAR JAWA","4047"
"50287","BANJAR TEGAL","4047"
"50288","BANJAR TEGEHA","4060"
"50289","BANJAR TENGAH","4056"
"50290","BANJAR","4060"
"50291","BANJARANGKAN","4037"
"50292","BANTANG","4039"
"50293","BANTAS","4061"
"50294","BANTIRAN","4062"
"50295","BANUA","4039"
"50296","BANYUASRI","4047"
"50297","BANYUATIS","4060"
"50298","BANYUBIRU","4056"
"50299","BANYUNING","4047"
"50300","BANYUPOH","4063"
"50301","BANYUSRI","4060"
"50302","BATANNYUH","4064"
"50303","BATU DINDING","4039"
"50304","BATU RINGGIT","4057"
"50305","BATUAGUNG","4045"
"50306","BATUAJI","4065"
"50307","BATUAN KALER","4066"
"50308","BATUAN","4066"
"50309","BATUBULAN KANGIN","4066"
"50310","BATUBULAN","4066"
"50311","BATUKAANG","4039"
"50312","BATUKANDIK","4067"
"50313","BATUMADEG","4067"
"50314","BATUNGSEL","4062"
"50315","BATUNUNGGUL","4067"
"50316","BATUNYA","4051"
"50317","BATUR SELATAN","4039"
"50318","BATUR TENGAH","4039"
"50319","BATUR UTARA","4039"
"50320","BATURITI","4051"
"50321","BATURITI","4065"
"50322","BAYUNGCERIK","4039"
"50323","BAYUNGGEDE","4039"
"50324","BEBALANG","4068"
"50325","BEBANDEM","4069"
"50326","BEBETIN","4070"
"50327","BEDULU","4071"
"50328","BELALANG","4040"
"50329","BELANCAN","4039"
"50330","BELANDINGAN","4039"
"50331","BELANGA","4039"
"50332","BELANTIH","4039"
"50333","BELATUNGAN","4062"
"50334","BELEGA","4071"
"50335","BELIMBING","4062"
"50336","BELOK","4072"
"50337","BELUMBANG","4065"
"50338","BENG","4041"
"50339","BENGKALA","4073"
"50340","BENGKEL SARI","4050"
"50341","BENGKEL","4074"
"50342","BENGKEL","4040"
"50343","BENOA","4075"
"50344","BERABAN","4040"
"50345","BERABAN","4061"
"50346","BERANGBANG","4056"
"50347","BERATAN","4047"
"50348","BEREMBENG","4052"
"50349","BERINGKIT","4064"
"50350","BESAKIH","4076"
"50351","BESAN","4077"
"50352","BESTALA","4059"
"50353","BHAKTI SERAGA (BAKTISERAGA)","4047"
"50354","BIAUNG","4055"
"50355","BILA","4073"
"50356","BINYAN","4039"
"50357","BITERA","4041"
"50358","BLAHBATUH","4071"
"50359","BLAHKIUH","4043"
"50360","BLIMBINGSARI (BELIMBINGSARI)","4078"
"50361","BONA","4071"
"50362","BONDALEM","4079"
"50363","BONGAN (BOONGAN)","4080"
"50364","BONGANCINA","4074"
"50365","BONGKASA PERTIWI","4043"
"50366","BONGKASA","4043"
"50367","BONTIHING","4073"
"50368","BONYOH","4039"
"50369","BRESELA (BERESELA)","4081"
"50370","BUAHAN KAJA","4081"
"50371","BUAHAN","4039"
"50372","BUAHAN","4081"
"50373","BUAHAN","4080"
"50374","BUANA GIRI","4069"
"50375","BUBUNAN","4059"
"50376","BUDAKELING (BUDE KELING)","4069"
"50377","BUDENG","4045"
"50378","BUDUK","4042"
"50379","BUGBUG","4082"
"50380","BUKIAN","4081"
"50381","BUKIT","4082"
"50382","BUKTI","4073"
"50383","BULIAN","4073"
"50384","BUNGA MEKAR","4067"
"50385","BUNGAYA (BUNGAYA KAUH)","4069"
"50386","BUNGAYA KANGIN","4069"
"50387","BUNGBUNGAN","4037"
"50388","BUNGKULAN","4070"
"50389","BUNUTAN","4038"
"50390","BUNUTIN","4068"
"50391","BUNUTIN","4039"
"50392","BURUAN","4071"
"50393","BURUAN","4055"
"50394","BUSUNGBIU","4074"
"50395","BUWIT","4040"
"50396","CANDIKUNING","4051"
"50397","CANDIKUSUMA","4078"
"50398","CANGGU","4083"
"50399","CARANGSARI","4072"
"50400","CATUR","4039"
"50401","CAUBELAYU","4064"
"50402","CELUK","4066"
"50403","CELUKAN BAWANG","4063"
"50404","CEMAGI","4042"
"50405","CEMPAGA","4068"
"50406","CEMPAGA","4060"
"50407","CEPAKA","4040"
"50408","CULIK","4038"
"50409","CUPEL","4056"
"50410","DALANG","4061"
"50411","DALUNG","4083"
"50412","DANGIN PURI KAJA","4084"
"50413","DANGIN PURI KANGIN","4084"
"50414","DANGIN PURI KAUH","4084"
"50415","DANGIN PURI KLOD","4085"
"50416","DANGIN PURI","4085"
"50417","DANGIN TUKADAYA","4045"
"50418","DARMASABA","4043"
"50419","DATAH","4038"
"50420","DAUH PEKEN","4080"
"50421","DAUH PURI KAJA","4084"
"50422","DAUH PURI KANGIN","4086"
"50423","DAUH PURI KAUH","4086"
"50424","DAUH PURI KLOD / KELOD","4086"
"50425","DAUH PURI","4086"
"50426","DAUH YEH CANI","4043"
"50427","DAUHWARU","4045"
"50428","DAUP","4039"
"50429","DAUSA","4039"
"50430","DAWAN KALER","4077"
"50431","DAWAN KLOD","4077"
"50432","DEJAN PEKEN (DAJAN PEKEN)","4080"
"50433","DELOD BERAWAH","4087"
"50434","DELOD PEKEN","4080"
"50435","DEMULIH","4044"
"50436","DENBANTAS","4080"
"50437","DENCARIK","4060"
"50438","DEPEHA","4073"
"50439","DUDA TIMUR","4049"
"50440","DUDA UTARA","4049"
"50441","DUDA","4049"
"50442","DUKUH","4057"
"50443","EKASARI","4078"
"50444","GADUNG SARI","4061"
"50445","GADUNGAN","4061"
"50446","GALUNGAN","4070"
"50447","GEGELANG","4053"
"50448","GELGEL","4046"
"50449","GELUNTUNG","4064"
"50450","GEROKGAK","4063"
"50451","GESING","4060"
"50452","GETAKAN","4037"
"50453","GETASAN","4072"
"50454","GIANYAR","4041"
"50455","GILIMANUK","4078"
"50456","GIRI EMAS","4070"
"50457","GITGIT","4048"
"50458","GOBLEG","4060"
"50459","GUBUG","4080"
"50460","GULINGAN","4042"
"50461","GUMBRIH","4054"
"50462","GUNAKSA","4077"
"50463","GUNUNG SALAK","4061"
"50464","GUNUNGBAU","4039"
"50465","GUNUNGSARI","4059"
"50466","GUWANG","4066"
"50467","JAGAPATI","4043"
"50468","JAGARAGA","4070"
"50469","JATILUWIH","4055"
"50470","JEGU","4055"
"50471","JEHEM","4058"
"50472","JELIJIH PUNGGANG","4062"
"50473","JIMBARAN","4075"
"50474","JINENGDALEM","4047"
"50475","JOANYAR","4059"
"50476","JULAH","4079"
"50477","JUMPAI","4046"
"50478","JUNGUTAN","4069"
"50479","JUNGUTBATU","4067"
"50480","KABA-KABA","4040"
"50481","KALIAKAH","4056"
"50482","KALIANGET","4059"
"50483","KALIASEM","4060"
"50484","KALIBUKBUK","4047"
"50485","KALISADA","4059"
"50486","KALIUNTU","4047"
"50487","KAMASAN","4046"
"50488","KAMPUNG ANYAR","4047"
"50489","KAMPUNG BARU","4047"
"50490","KAMPUNG BUGIS","4047"
"50491","KAMPUNG GELGEL","4046"
"50492","KAMPUNG KAJANAN","4047"
"50493","KAMPUNG KUSAMBA","4077"
"50494","KAMPUNG SINGARAJA","4047"
"50495","KAMPUNG TOYAPAKEH","4067"
"50496","KAPAL","4042"
"50497","KARANGASEM","4082"
"50498","KARYA SARI","4062"
"50499","KATUNG","4039"
"50500","KAWAN","4068"
"50501","KAYUBIHI","4068"
"50502","KAYUPUTIH","4060"
"50503","KAYUPUTIH","4048"
"50504","KEBON PADANGAN","4062"
"50505","KEDEWATAN","4088"
"50506","KEDIA (KEDIS)","4074"
"50507","KEDIRI","4040"
"50508","KEDISAN","4039"
"50509","KEDISAN","4089"
"50510","KEDONGANAN","4090"
"50511","KEKERAN","4074"
"50512","KEKERAN","4042"
"50513","KELATING","4065"
"50514","KELIKI","4089"
"50515","KELUSA","4081"
"50516","KEMENUH","4066"
"50517","KENDERAN","4089"
"50518","KENDRAN","4047"
"50519","KERAMAS","4071"
"50520","KERAMBITAN","4065"
"50521","KEROBOKAN KAJA","4083"
"50522","KEROBOKAN KELOD","4083"
"50523","KEROBOKAN","4083"
"50524","KEROBOKAN","4070"
"50525","KERTA MANDALA","4038"
"50526","KERTA","4081"
"50527","KERTHA BUANA","4091"
"50528","KESIMAN KERTALANGU","4085"
"50529","KESIMAN PETILAN","4085"
"50530","KESIMAN","4085"
"50531","KESIMPAR","4038"
"50532","KESIUT","4065"
"50533","KETEWEL","4066"
"50534","KINTAMANI","4039"
"50535","KLUMPU","4067"
"50536","KUBU","4068"
"50537","KUBU","4057"
"50538","KUBUTAMBAHAN","4073"
"50539","KUKUH","4065"
"50540","KUKUH","4064"
"50541","KUSAMBA","4077"
"50542","KUTA","4090"
"50543","KUTAMPI KALER","4067"
"50544","KUTAMPI","4067"
"50545","KUTUH","4039"
"50546","KUTUH","4075"
"50547","KUWUM","4064"
"50548","KUWUM","4042"
"50549","LABA SARI","4038"
"50550","LALANG LINGGAH","4050"
"50551","LANDIH","4068"
"50552","LANGGAHAN","4039"
"50553","LEBIH","4041"
"50554","LEGIAN","4090"
"50555","LELATENG","4056"
"50556","LEMBEAN","4039"
"50557","LEMBONGAN","4067"
"50558","LEMUKIH","4070"
"50559","LES","4079"
"50560","LILIGUNDI","4047"
"50561","LODTUNDUH","4088"
"50562","LOKAPAKSA","4059"
"50563","LOKASARI","4091"
"50564","LOLOAN BARAT","4056"
"50565","LOLOAN TIMUR","4045"
"50566","LUKLUK","4042"
"50567","LUMBUNG KAUH","4050"
"50568","LUMBUNG","4050"
"50569","LUWUS","4051"
"50570","MACANG","4069"
"50571","MADENAN","4079"
"50572","MAMBAL","4043"
"50573","MAMBANG","4061"
"50574","MANDUANG","4046"
"50575","MANGGIS","4053"
"50576","MANGGISSARI","4054"
"50577","MANGGUH","4039"
"50578","MANIKLIYU","4039"
"50579","MANIKYANG","4052"
"50580","MANISTUTU","4078"
"50581","MANUKAYA","4092"
"50582","MARGA DAJAN PURI","4064"
"50583","MARGA DAUH PURI","4064"
"50584","MARGA","4064"
"50585","MAS","4088"
"50586","MAYONG","4059"
"50587","MEDAHAN","4071"
"50588","MEDEWI","4054"
"50589","MEGATI","4061"
"50590","MEKAR BHUWANA","4043"
"50591","MEKARSARI","4051"
"50592","MELAYA","4078"
"50593","MELILING","4065"
"50594","MELINGGIH KELOD","4081"
"50595","MELINGGIH","4081"
"50596","MENANGA","4076"
"50597","MENDOYO DANGIN TUKAD","4087"
"50598","MENDOYO DAUH TUKAD","4087"
"50599","MENGANI","4039"
"50600","MENGENING","4073"
"50601","MENGESTE","4055"
"50602","MENGWI","4042"
"50603","MENGWITANI","4042"
"50604","MENYALI","4070"
"50605","MUNCAN","4049"
"50606","MUNDEH KANGIN","4050"
"50607","MUNDEH KAUH","4050"
"50608","MUNDEH","4050"
"50609","MUNDUK BESTALA","4059"
"50610","MUNDUK TEMU","4062"
"50611","MUNDUK","4060"
"50612","MUNGGU","4042"
"50613","MUSI","4063"
"50614","NAGASEPAHA","4047"
"50615","NAWAKERTI","4038"
"50616","NEGARI","4037"
"50617","NGIS","4053"
"50618","NONGAN","4076"
"50619","NUSA SARI","4078"
"50620","NYALIAN","4037"
"50621","NYAMBU","4040"
"50622","NYANGLAN","4037"
"50623","NYITDAH","4040"
"50624","NYUH TEBEL","4053"
"50625","PACUNG","4079"
"50626","PADANG KERTA","4082"
"50627","PADANGAN","4062"
"50628","PADANGBAI","4053"
"50629","PADANGBULIA","4048"
"50630","PADANGSAMBIAN KAJA","4086"
"50631","PADANGSAMBIAN KLOD / KELOD","4086"
"50632","PADANGSAMBIAN","4086"
"50633","PAJAHAN","4062"
"50634","PAKET AGUNG","4047"
"50635","PAKISAN","4073"
"50636","PAKSEBALI","4077"
"50637","PANCASARI","4048"
"50638","PANDAK BANDUNG","4040"
"50639","PANDAK GEDE","4040"
"50640","PANGKUNG KARUNG","4065"
"50641","PANGKUNG TIBAH","4040"
"50642","PANGKUNGPARUK","4059"
"50643","PANGSAN","4072"
"50644","PANGYANGAN","4054"
"50645","PANJER","4093"
"50646","PANJI ANOM","4048"
"50647","PANJI","4048"
"50648","PATAS","4063"
"50649","PATEMOH (PATEMON)","4059"
"50650","PAYANGAN","4064"
"50651","PECATU","4075"
"50652","PED","4067"
"50653","PEDAWA","4060"
"50654","PEDUNGAN","4093"
"50655","PEGADUNGAN","4048"
"50656","PEGAYAMAN","4048"
"50657","PEGUYANGAN KAJA","4084"
"50658","PEGUYANGAN KANGIN","4084"
"50659","PEGUYANGAN","4084"
"50660","PEJARAKAN","4063"
"50661","PEJATEN","4040"
